--- LSP Grids ---,,,,,,,,,,
Grid,Algorithm,Lookahead,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
,XDFBnB,2,343,"2,034","1,113","6,948","3,422","21,609","9,804","70,855"
,XDFBnB,3,349,"2,325",946,"8,236","2,579","25,893","6,846","80,781"
,XDFBnB,4,187,"2,491",669,"9,254","1,663","25,812","5,083","103,495"
,BiXDFBnB,-1,"1,062","3,674","2,595","10,642","6,082","24,958","17,451","82,840"
,BiXDFBnB,1,"3,292","15,481","9,587","54,591","21,801","148,899","49,789","392,098"
,BiXDFBnB,2,521,"2,488","1,305","7,811","3,079","17,425","10,936","69,989"
,BiXDFBnB,3,449,"6,541","1,329","23,927","2,721","53,509","9,427","199,214"
,BiXDFBnB,4,274,"2,758",707,"11,073","1,548","22,008","5,144","94,250"
,XIDA*,-1,"1,635","10,165","4,879","22,136","14,922","69,221","35,116","165,055"
,XIDA*,1,"1,635","7,235","4,879","22,800","14,922","67,951","35,116","161,204"
,XIDA*,2,806,"7,686","2,525","19,917","7,251","59,160","17,370","140,364"
,XIDA*,3,558,"6,669","1,717","22,379","4,862","68,259","11,654","169,755"
,XIDA*,4,392,"8,795","1,336","26,710","3,371","81,451","8,558","207,881"
,BiXIDA*,-1,"2,552","15,743","5,977","30,103","11,578","56,061","31,771","166,770"
,BiXIDA*,1,"7,536","50,000","16,526","134,898","41,278","334,463","71,317","679,946"
,BiXIDA*,2,"1,292","9,737","3,115","24,599","6,030","42,369","16,965","132,829"
,BiXIDA*,3,"1,168","25,880","2,831","75,279","5,609","140,267","14,311","437,123"
,BiXIDA*,4,686,"10,471","1,729","37,390","3,010","58,206","8,842","211,658"
9x9,XMM,-1,"1,833","9,487","5,265","26,944","11,898","68,308","42,514","253,914"
,XMM,1,"1,833","9,449","5,265","27,055","11,898","66,446","42,514","251,612"
,XMM,2,"1,833","9,539","5,265","26,653","11,898","67,560","42,514","252,040"
,XMM,3,"1,833","9,542","5,265","27,169","11,898","66,638","42,514","251,196"
,XMM,4,"1,833","9,545","5,265","27,593","11,898","66,836","42,514","257,540"
,XA*,-1,"1,537","6,472","4,647","20,354","6,647","34,388","23,043","122,661"
,XA*,1,"1,537","6,456","4,647","20,401","6,647","33,326","23,043","121,536"
,XA*,2,"1,537","6,478","4,647","20,187","6,647","33,793","23,043","122,014"
,XA*,3,"1,537","6,528","4,647","20,639","6,647","33,781","23,043","122,099"
,XA*,4,"1,537","6,520","4,647","20,740","6,647","33,865","23,043","124,311"
,BiXA*,-1,"1,707","7,489","4,504","20,893","8,359","41,889","26,568","145,907"
,BiXA*,1,"6,214","37,833","12,413","96,210","18,211","168,657","56,445","578,620"
,BiXA*,2,940,"8,111","2,314","15,886","4,250","31,621","13,794","113,250"
,BiXA*,3,748,"16,325","2,007","47,022","3,702","102,980","11,716","348,822"
,BiXA*,4,577,"7,190","1,244","44,710","2,127","52,974","7,385","167,808"
,XDFBnB,-1,"1,753","7,126","8,206","32,042","10,838","53,416","38,716","192,880"
,XDFBnB,1,"1,753","7,128","8,206","32,151","10,838","51,625","38,716","192,638"
,XDFBnB,2,977,"6,336","3,859","25,165","5,055","43,015","22,354","155,524"
,XDFBnB,3,690,"6,742","2,445","25,448","3,678","49,002","12,184","164,584"
,XDFBnB,4,"1,040","9,194","1,875","29,881","2,624","61,966","8,518","203,312"
,BiXDFBnB,-1,"1,986","7,969","8,307","34,004","14,650","68,622","42,820","217,409"
,BiXDFBnB,1,"15,070","64,963","23,415","162,798","26,668","230,443","102,859","983,520"
,BiXDFBnB,2,"1,113","6,077","4,169","22,617","7,712","47,856","20,410","143,399"
,BiXDFBnB,3,"1,821","19,555","3,472","61,843","7,422","150,996","16,449","408,604"
,BiXDFBnB,4,748,"7,276","2,127","26,782","4,578","64,059","10,039","195,935"
,XIDA*,-1,"4,902","24,361","12,902","82,900","16,436","90,039","52,814","295,947"
,XIDA*,1,"4,902","23,065","12,902","60,703","16,436","86,249","52,814","321,915"
,XIDA*,2,"2,537","24,896","6,640","51,517","8,259","80,319","26,532","244,335"
,XIDA*,3,"1,752","25,252","4,459","57,751","5,688","96,543","17,656","281,815"
,XIDA*,4,"1,366","25,419","3,272","97,880","4,221","117,098","13,239","365,855"
,BiXIDA*,-1,"4,701","24,627","10,808","76,053","20,443","108,482","55,717","322,345"
,BiXIDA*,1,"14,700","120,202","30,827","285,240","38,357","384,271","120,387","1,396,308"
,BiXIDA*,2,"2,380","20,776","5,640","41,564","9,098","73,668","28,877","226,777"
,BiXIDA*,3,"2,068","66,287","5,013","133,851","8,088","231,019","24,754","706,930"
,BiXIDA*,4,"2,166","26,449","2,986","78,576","4,485","98,300","15,518","344,043"
,,,,,,,,,,
--- LSP Mazes ---,,,,,,,,,,
Grid,Algorithm,Lookahead,0 blocks Expansions,0 blocks Time [ms],1 block Expansions,1 block Time [ms],,,,
13x13,XMM,-1,"1,354","3,137","59,904","162,128",,,,
,XMM,1,"1,354","3,144","59,904","160,550",,,,
,XMM,2,"1,354","3,116","59,904","160,292",,,,
,XMM,3,"1,354","3,161","59,904","160,306",,,,
,XMM,4,"1,354","3,164","59,904","155,768",,,,
,XA*,-1,561,"1,125","30,949","76,736",,,,
,XA*,1,561,"1,144","30,949","76,319",,,,
,XA*,2,561,"1,123","30,949","75,775",,,,
,XA*,3,561,"1,144","30,949","75,476",,,,
,XA*,4,561,"1,138","30,949","74,279",,,,
,BiXA*,-1,760,"1,300","21,315","39,560",,,,
,BiXA*,1,"1,537","5,626","90,580","311,679",,,,
,BiXA*,2,381,834,"10,840","26,353",,,,
,BiXA*,3,269,"1,920","5,920","56,151",,,,
,BiXA*,4,190,931,"5,518","31,713",,,,
,XDFBnB,-1,885,"1,493","41,201","86,348",,,,
,XDFBnB,1,885,"1,505","41,201","83,377",,,,
,XDFBnB,2,451,"1,370","20,588","68,566",,,,
,XDFBnB,3,292,"1,257","13,282","66,257",,,,
,XDFBnB,4,159,991,"10,228","77,594",,,,
,BiXDFBnB,-1,987,"1,874","24,568","50,353",,,,
,BiXDFBnB,1,"2,141","9,325","110,666","474,662",,,,
,BiXDFBnB,2,501,923,"12,804","26,241",,,,
,BiXDFBnB,3,376,"2,513","7,189","59,228",,,,
,BiXDFBnB,4,248,872,"6,511","30,218",,,,
,XIDA*,-1,"3,693","7,320","152,323","325,477",,,,
,XIDA*,1,"3,693","7,439","152,323","331,430",,,,
,XIDA*,2,"1,879","5,998","76,597","390,463",,,,
,XIDA*,3,"1,197","5,698","49,994","279,330",,,,
,XIDA*,4,870,"5,995","38,227","305,919",,,,
,BiXIDA*,-1,"5,066","10,621","80,421","168,386",,,,
,BiXIDA*,1,"10,690","52,589","385,479","1,815,808",,,,
,BiXIDA*,2,"2,514","5,354","41,294","123,680",,,,
,BiXIDA*,3,"1,864","15,284","22,912","212,003",,,,
,BiXIDA*,4,"1,208","5,079","20,844","97,475",,,,
,,,,,,,,,,
--- CIB ---,,,,,,,,,,
Dimension,Algorithm,Lookahead,Finding Expansions,Finding Time [ms],Proving Expansions,Proving Time [ms],,,,
5,XMM,-1,35,54,55,102,,,,
,XMM,1,35,50,55,95,,,,
,XMM,2,35,50,55,94,,,,
,XMM,3,35,53,55,100,,,,
,XMM,4,35,50,55,94,,,,
,XA*,-1,35,52,36,55,,,,
,XA*,1,35,52,36,50,,,,
,XA*,2,35,50,36,51,,,,
,XA*,3,35,50,36,53,,,,
,XA*,4,35,50,36,50,,,,
,BiXA*,-1,39,77,33,53,,,,
,BiXA*,1,39,72,54,139,,,,
,BiXA*,2,39,71,20,44,,,,
,BiXA*,3,39,75,18,73,,,,
,BiXA*,4,39,71,32,55,,,,
,XDFBnB,-1,30,30,55,62,,,,
,XDFBnB,1,30,31,55,63,,,,
,XDFBnB,2,5,15,29,62,,,,
,XDFBnB,3,3,24,14,56,,,,
,XDFBnB,4,3,43,24,75,,,,
,BiXDFBnB,-1,9,13,33,48,,,,
,BiXDFBnB,1,11,26,56,134,,,,
,BiXDFBnB,2,5,13,20,43,,,,
,BiXDFBnB,3,3,38,19,72,,,,
,BiXDFBnB,4,5,36,31,56,,,,
,XIDA*,-1,53,91,53,91,,,,
,XIDA*,1,53,91,53,91,,,,
,XIDA*,2,15,81,34,132,,,,
,XIDA*,3,10,79,18,115,,,,
,XIDA*,4,6,114,28,146,,,,
,BiXIDA*,-1,52,89,52,89,,,,
,BiXIDA*,1,79,214,79,215,,,,
,BiXIDA*,2,30,110,30,111,,,,
,BiXIDA*,3,19,147,27,194,,,,
,BiXIDA*,4,8,100,35,152,,,,
6,XMM,-1,"6,509","31,622","17,663","98,299",,,,
,XMM,1,"6,509","32,012","17,663","99,242",,,,
,XMM,2,"6,509","32,136","17,663","99,979",,,,
,XMM,3,"6,509","32,549","17,663","101,895",,,,
,XMM,4,"6,509","32,285","17,663","99,616",,,,
,XA*,-1,"6,509","35,420","6,510","31,702",,,,
,XA*,1,"6,509","34,541","6,510","32,087",,,,
,XA*,2,"6,509","35,653","6,510","32,227",,,,
,XA*,3,"6,509","33,682","6,510","32,621",,,,
,XA*,4,"6,509","33,674","6,510","32,363",,,,
,BiXA*,-1,"4,854","32,833","6,451","38,449",,,,
,BiXA*,1,"4,854","33,064","10,981","104,328",,,,
,BiXA*,2,"4,854","33,361","3,631","34,738",,,,
,BiXA*,3,"4,854","33,938","3,034","102,607",,,,
,BiXA*,4,"4,854","33,344","2,000","57,289",,,,
,XDFBnB,-1,807,"1,335","7,247","33,796",,,,
,XDFBnB,1,807,"1,336","7,247","34,016",,,,
,XDFBnB,2,26,121,"3,727","42,968",,,,
,XDFBnB,3,26,282,"2,310","58,397",,,,
,XDFBnB,4,8,409,"1,929","93,966",,,,
,BiXDFBnB,-1,"1,529","5,388","7,597","35,248",,,,
,BiXDFBnB,1,983,"3,112","11,907","103,115",,,,
,BiXDFBnB,2,957,"4,390","4,366","31,557",,,,
,BiXDFBnB,3,297,"5,038","3,252","100,448",,,,
,BiXDFBnB,4,61,974,"2,040","53,703",,,,
,XIDA*,-1,"12,689","71,145","12,689","71,146",,,,
,XIDA*,1,"12,689","70,950","12,689","70,952",,,,
,XIDA*,2,"7,203","140,625","7,203","140,639",,,,
,XIDA*,3,"4,522","145,124","4,522","145,128",,,,
,XIDA*,4,"3,735","248,404","3,735","248,410",,,,
,BiXIDA*,-1,"13,424","73,736","13,424","73,737",,,,
,BiXIDA*,1,"21,332","217,675","21,332","217,678",,,,
,BiXIDA*,2,"7,720","93,372","7,720","93,378",,,,
,BiXIDA*,3,"6,048","245,863","6,048","245,867",,,,
,BiXIDA*,4,"4,015","149,460","4,015","149,462",,,,
7,BiXA*,-1,"82,805","2,308,783",,,,,,
,BiXA*,1,"82,805","2,302,199",,,,,,
,BiXA*,2,"82,805","2,281,239",,,,,,
,BiXA*,3,"82,805","2,310,099",,,,,,
,BiXA*,4,"82,805","2,304,071",,,,,,
,XDFBnB,-1,"1,282,664","13,392,748",,,,,,
,XDFBnB,1,"1,282,664","13,390,007",,,,,,
,XDFBnB,2,"58,185","605,643",,,,,,
,XDFBnB,3,"97,479","5,529,954",,,,,,
,XDFBnB,4,"530,899","5,546,745",,,,,,
,BiXDFBnB,-1,"26,867","271,783",,,,,,
,BiXDFBnB,1,"2,595,312","52,053,185",,,,,,
,BiXDFBnB,2,"5,816","76,438",,,,,,
,BiXDFBnB,3,"4,815","354,218",,,,,,
,BiXDFBnB,4,543,"16,301",,,,,,
,XIDA*,-1,"3,098,279","63,184,568",,,,,,
,XIDA*,1,"984,949","25,670,639",,,,,,
,XIDA*,2,"513,908","41,877,485",,,,,,
,XIDA*,3,"136,782","42,059,731",,,,,,
,XIDA*,4,"34,324","44,513,681",,,,,,
,BiXIDA*,-1,"2,842,588","57,985,610",,,,,,
,BiXIDA*,1,"1,059,500","42,309,229",,,,,,
,BiXIDA*,2,"1,251,646","60,926,015",,,,,,
,BiXIDA*,3,"59,697","26,120,691",,,,,,
,BiXIDA*,4,"42,087","30,023,256",,,,,,
