Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XDFBnB,38,222,66,469,88,1076,387,3919
7x7,BiXDFBnB,37,253,58,475,81,966,276,2770
7x8,XDFBnB,89,623,138,1549,233,3068,692,8907
7x8,BiXDFBnB,300,877,229,1829,248,2954,629,7713
7x9,XDFBnB,115,1098,324,2477,574,10100,531,9565
7x9,BiXDFBnB,139,1212,333,2147,948,10906,1045,12277
8x8,XDFBnB,192,1109,197,2404,848,10362,1592,24942
8x8,BiXDFBnB,106,1104,197,2268,686,9769,1696,21886
8x9,XDFBnB,187,2491,669,9254,1663,25812,5083,103495
8x9,BiXDFBnB,274,2758,707,11073,1548,22008,5144,94250
9x9,XDFBnB,1040,9194,1875,29881,2624,61966,8518,203312
9x9,BiXDFBnB,748,7276,2127,26782,4578,64059,10039,195935
