Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XIDA,32,115,59,238,52,264,342,1397
6x6,BiXIDA,27,72,47,129,69,184,584,1460
6x7,XIDA,34,174,46,217,99,469,1992,8450
6x7,BiXIDA,37,122,57,181,134,461,2247,6023
6x8,XIDA,50,257,299,1380,308,1660,9623,42169
6x8,BiXIDA,46,135,512,1313,312,1091,10445,31435
7x7,XIDA,44,222,300,1457,416,2304,7870,36440
7x7,BiXIDA,43,155,422,1250,684,2112,7789,23719
7x8,XIDA,87,546,367,2322,4842,24030,19141,141461
7x8,BiXIDA,98,330,828,2721,5739,17385,24319,112073
8x8,XIDA,619,4646,2115,14072,13724,80287,70251,472883
8x8,BiXIDA,1821,5463,2650,10229,24855,91776,108360,328182
