Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XMM,108,109,146,169,208,236,829,1060
6x6,XA*,96,73,170,130,171,153,1071,830
6x7,XMM,93,125,228,264,357,444,2130,3436
6x7,XA*,82,84,152,150,312,294,6056,5197
6x8,XMM,148,196,920,1385,845,1334,9929,17997
6x8,XA*,114,121,846,871,1108,1119,24910,22481
7x7,XMM,158,209,816,1199,1880,2894,10199,17629
7x7,XA*,141,123,874,842,1585,1732,19676,21269
7x8,XMM,283,436,1830,3015,6722,12355,20298,43344
7x8,XA*,274,310,974,1229,13791,14745,62237,60022
8x8,XMM,2584,4794,3660,6997,16490,34364,,
8x8,XA*,2126,2571,4846,6006,31408,37070,,
