Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x6,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x6,XIDA,115,68,218,135,203,132,1307,737,-,-
6x6,BiXIDA,173,210,317,395,407,533,3127,3978,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x7,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x7,XIDA,126,99,195,130,415,286,7894,4694,-,-
6x7,BiXIDA,301,480,543,753,1290,1975,14120,19162,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x8,XIDA,204,167,1179,852,1308,908,37942,23911,-,-
6x8,BiXIDA,353,567,4355,6604,2693,4423,62502,90825,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,-,-,-,-,-,-,-,-,-,-
7x7,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
7x7,XIDA,173,159,1208,861,1693,1283,30447,20738,-,-
7x7,BiXIDA,353,696,2589,3979,5894,9504,70147,109628,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
7x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
7x8,XIDA,339,295,1464,1288,19465,15396,79139,60912,-,-
7x8,BiXIDA,803,1386,6331,11139,46456,77306,195853,329230,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
8x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
8x8,XIDA,2606,2514,8354,7571,54007,46914,293095,278335,-,-
8x8,BiXIDA,16723,33755,21993,42910,193566,365303,959812,1849762,-,-
