grid number,Direction,Expansions,Time [ms]
0,s -> t,181,"1,120"
0,t -> s,63,433
0,XMM,172,"1,298"
0,s -> t,314,"1,930"
0,t -> s,217,"1,723"
0,XMM,284,"2,652"
0,s -> t,"1,013","6,193"
0,t -> s,"1,204","7,337"
0,XMM,"1,147","8,767"
0,s -> t,476,"3,264"
0,t -> s,579,"4,608"
0,XMM,702,"6,231"
0,s -> t,371,"2,412"
0,t -> s,719,"5,282"
0,XMM,758,"6,933"
0,s -> t,654,"4,594"
0,t -> s,513,"3,006"
0,XMM,841,"6,850"
0,s -> t,86,680
0,t -> s,101,713
0,XMM,110,"1,039"
0,s -> t,501,"3,136"
0,t -> s,315,"1,484"
0,XMM,439,"3,313"
0,s -> t,565,"3,438"
0,t -> s,85,585
0,XMM,359,"2,973"
0,s -> t,87,509
0,t -> s,118,752
0,XMM,104,894
