grid number,Direction,Expansions,Time [ms]
0,s -> t,"39,874","349,882"
0,t -> s,"34,122","296,844"
0,XMM,"39,203","419,447"
0,s -> t,"2,570","32,022"
0,t -> s,"6,303","80,332"
0,XMM,"6,072","87,765"
0,s -> t,"13,798","167,812"
0,t -> s,"9,390","110,311"
0,XMM,"16,502","224,977"
0,s -> t,"47,503","559,105"
0,t -> s,"20,574","264,585"
0,XMM,"47,119","631,407"
0,s -> t,"11,716","147,643"
0,t -> s,"14,628","192,717"
0,XMM,"18,074","261,124"
0,s -> t,"46,929","415,209"
0,t -> s,"52,845","516,218"
0,XMM,"49,842","605,762"
0,s -> t,"76,659","758,121"
0,t -> s,"64,397","698,996"
0,XMM,"74,419","957,370"
0,s -> t,"49,192","491,911"
0,t -> s,"47,531","452,680"
0,XMM,"49,366","592,033"
0,s -> t,"40,171","417,771"
0,t -> s,"62,569","591,591"
0,XMM,"58,982","693,172"
0,s -> t,"12,975","160,859"
0,t -> s,"12,671","158,477"
0,XMM,"19,810","261,421"
