grid number,Direction,Expansions,Time [ms]
0,s -> t,"200,704","2,509,275"
0,t -> s,"173,901","2,068,953"
0,XMM,"261,570","3,595,983"
0,s -> t,"99,392","1,331,284"
0,t -> s,"104,583","1,341,255"
0,XMM,"146,858","2,046,033"
0,s -> t,"165,149","1,877,190"
0,t -> s,"153,752","1,765,388"
0,XMM,"217,718","2,806,902"
0,s -> t,"69,952","862,384"
0,t -> s,"58,071","721,579"
0,XMM,"89,728","1,241,409"
0,s -> t,"124,509","1,500,649"
0,t -> s,"113,978","1,361,391"
0,XMM,"163,839","2,183,920"
0,s -> t,"87,406","1,066,278"
0,t -> s,"98,225","1,168,872"
0,XMM,"126,818","1,711,001"
0,s -> t,"53,667","682,638"
0,t -> s,"66,244","824,969"
0,XMM,"86,680","1,179,967"
0,s -> t,"124,495","1,498,662"
0,t -> s,"128,999","1,466,188"
0,XMM,"168,284","2,243,702"
0,s -> t,"35,350","424,197"
0,t -> s,"43,423","537,301"
0,XMM,"53,253","725,933"
0,s -> t,"175,701","2,016,088"
0,t -> s,"172,110","1,939,052"
0,XMM,"246,967","3,107,387"
