grid number,Direction,Expansions,Time [ms]
0,s -> t,"10,613","135,729"
0,t -> s,"7,980","101,281"
0,XMM,"12,665","180,511"
0,s -> t,"38,687","416,825"
0,t -> s,"23,779","253,996"
0,XMM,"41,736","519,503"
0,s -> t,"56,013","574,168"
0,t -> s,"48,832","502,917"
0,XMM,"62,608","782,238"
0,s -> t,"15,415","164,421"
0,t -> s,"15,875","178,120"
0,XMM,"19,993","255,189"
0,s -> t,"18,826","221,778"
0,t -> s,"24,641","273,618"
0,XMM,"28,015","367,161"
0,s -> t,"20,168","242,839"
0,t -> s,"14,974","175,368"
0,XMM,"26,148","337,787"
0,s -> t,"24,889","267,156"
0,t -> s,"13,338","155,603"
0,XMM,"26,320","338,769"
0,s -> t,"50,416","571,147"
0,t -> s,"28,202","323,942"
0,XMM,"56,088","710,736"
0,s -> t,"10,356","120,367"
0,t -> s,"8,836","104,120"
0,XMM,"19,902","263,410"
0,s -> t,"20,770","254,663"
0,t -> s,"24,723","293,890"
0,XMM,"30,461","413,083"
