grid number,Direction,Expansions,Time [ms]
0,s -> t,"13,514","165,206"
0,t -> s,"18,618","201,510"
0,XMM,"21,021","269,321"
0,s -> t,"23,924","265,281"
0,t -> s,"32,620","356,027"
0,XMM,"37,571","493,485"
0,s -> t,"60,802","672,082"
0,t -> s,"50,744","567,750"
0,XMM,"72,470","933,863"
0,s -> t,"83,346","872,651"
0,t -> s,"110,740","1,190,081"
0,XMM,"112,826","1,422,912"
0,s -> t,"31,102","326,240"
0,t -> s,"31,201","327,799"
0,XMM,"40,044","482,970"
0,s -> t,"25,768","277,538"
0,t -> s,"28,644","318,807"
0,XMM,"35,677","445,489"
0,s -> t,"25,134","268,968"
0,t -> s,"25,295","261,435"
0,XMM,"34,131","392,046"
0,s -> t,"22,317","230,175"
0,t -> s,"34,533","329,384"
0,XMM,"37,507","428,278"
0,s -> t,"60,871","564,042"
0,t -> s,"60,105","566,212"
0,XMM,"78,740","852,076"
0,s -> t,"28,193","278,515"
0,t -> s,"27,935","272,350"
0,XMM,"38,625","426,817"
