grid number,Direction,Expansions,Time [ms]
0,s -> t,571,"5,134"
0,t -> s,663,"5,764"
0,XMM,859,"8,137"
0,s -> t,"7,135","44,761"
0,t -> s,"3,424","21,463"
0,XMM,"5,218","46,076"
0,s -> t,659,"5,682"
0,t -> s,344,"2,883"
0,XMM,759,"7,141"
0,s -> t,243,"1,881"
0,t -> s,439,"4,079"
0,XMM,469,"4,746"
0,s -> t,904,"7,098"
0,t -> s,"2,768","20,421"
0,XMM,"2,534","22,795"
0,s -> t,721,"4,736"
0,t -> s,442,"3,162"
0,XMM,631,"5,801"
0,s -> t,487,"4,345"
0,t -> s,461,"2,973"
0,XMM,481,"4,474"
0,s -> t,320,"2,632"
0,t -> s,248,"2,060"
0,XMM,354,"3,349"
0,s -> t,665,"5,129"
0,t -> s,771,"5,398"
0,XMM,785,"6,995"
0,s -> t,614,"5,597"
0,t -> s,734,"5,478"
0,XMM,"1,010","9,712"
