Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,97,55,174,86,194,112,1168,592,-,-
6x6,BiX-DFBnB,23,169,35,261,57,538,562,3194,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,84,54,162,112,340,212,7532,4505,-,-
6x7,BiX-DFBnB,26,280,42,379,105,1235,2751,18463,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,129,102,978,659,1216,813,35500,20484,-,-
6x8,BiX-DFBnB,29,256,328,2367,271,3483,11022,79990,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,154,111,1058,729,1661,1179,26056,17303,-,-
7x7,BiX-DFBnB,36,515,304,3354,688,7605,5899,65394,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,292,253,1185,1010,16928,13371,75606,63286,-,-
7x8,BiX-DFBnB,81,1025,566,6862,5575,52193,20092,273572,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,2364,1873,6525,5381,47121,42351,-,-,-,-
8x8,BiX-DFBnB,1070,10745,1918,21576,17897,256421,-,-,-,-
