Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x6,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x6,XIDA,59,78,114,133,104,161,676,799,-,-
6x6,BiXIDA,55,39,106,75,134,115,1155,858,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x7,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x7,XIDA,60,100,96,148,202,280,3974,4795,-,-
6x7,BiXIDA,78,71,111,114,262,265,4405,3652,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x8,XIDA,102,167,604,857,638,920,19572,25039,-,-
6x8,BiXIDA,88,87,1041,848,605,619,19838,17713,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,-,-,-,-,-,-,-,-,-,-
7x7,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
7x7,XIDA,86,136,602,859,834,1268,15693,21072,-,-
7x7,BiXIDA,90,100,829,797,1389,1311,15135,14041,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
7x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
7x8,XIDA,174,332,734,1334,9595,17641,38392,57474,-,-
7x8,BiXIDA,200,220,1656,1744,11534,13449,48569,47952,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
8x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
8x8,XIDA,1253,2150,4307,8057,27337,46626,140372,263929,-,-
8x8,BiXIDA,3713,3747,5000,5709,48388,55888,222222,224766,-,-
