Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XDFBnB,96,52,172,153,193,131,1167,658
6x6,BiXDFBnB,163,177,240,502,407,545,2659,3471
6x7,XDFBnB,81,58,161,111,339,237,7531,4475
6x7,BiXDFBnB,213,321,425,570,1050,1583,12644,17212
6x8,XDFBnB,126,98,976,683,1214,880,35499,22161
6x8,BiXDFBnB,277,418,3174,4641,2466,4075,57707,83427
7x7,XDFBnB,153,113,1056,740,1659,2007,26054,17991
7x7,BiXDFBnB,344,559,2154,3229,5356,12317,57303,89876
7x8,XDFBnB,291,259,1184,1616,16926,15616,75605,58609
7x8,BiXDFBnB,716,1237,4598,11447,38487,72999,178225,296861
8x8,XDFBnB,2362,2375,6523,5887,47120,47423,267656,259487
8x8,BiXDFBnB,10622,21289,16947,32887,153637,311427,974951,1899567
