Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XDFBnB,97,278,113,400,153,734,825,3082
7x7,BiXDFBnB,93,264,99,385,165,753,508,2088
7x8,XDFBnB,116,484,267,1352,475,2508,1316,7187
7x8,BiXDFBnB,385,745,329,1446,466,2268,1183,5704
7x9,XDFBnB,214,920,1140,3154,979,6532,1556,9717
7x9,BiXDFBnB,293,1151,850,2374,1960,8532,2044,10048
8x8,XDFBnB,399,1137,363,1909,1667,8466,2667,16420
8x8,BiXDFBnB,199,889,498,2083,1131,6506,3340,16529
8x9,XDFBnB,343,2034,1113,6948,3422,21609,9804,70855
8x9,BiXDFBnB,521,2488,1305,7811,3079,17425,10936,69989
9x9,XDFBnB,977,6336,3859,25165,5055,43015,22354,155524
9x9,BiXDFBnB,1113,6077,4169,22617,7712,47856,20410,143399
