Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XMM,119,365,203,704,347,1189,1119,3957
7x7,XA*,112,250,180,469,225,696,928,2734
7x8,XMM,167,606,615,2190,878,3356,2625,10404
7x8,XA*,171,484,401,1305,579,2042,2210,7167
7x9,XMM,366,1404,681,2642,2243,9893,2220,9974
7x9,XA*,266,848,615,2085,1512,6150,1497,6134
8x8,XMM,304,1226,755,3086,2479,10767,4726,22086
8x8,XA*,325,1031,596,2002,2192,7781,3073,13021
8x9,XMM,627,2809,1917,9313,5799,28332,21219,115800
8x9,XA*,457,1728,1641,6696,4566,18889,15001,69066
9x9,XMM,1833,9542,5265,27169,11898,66638,42514,251196
9x9,XA*,1537,6528,4647,20639,6647,33781,23043,122099
