--- LSP Grids ---
Grid,Algorithm,Lookahead,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x8,BiXA*,2,57,50,825,681,556,605,17894,17484
6x8,BiXA*,3,37,156,520,2057,374,1991,11840,52937
6x8,BiXA*,4,31,70,395,929,286,926,9369,28184
6x8,XDFBnB,-1,1,22709,1,303229,1,2118031,,
6x8,XDFBnB,1,126,95,976,670,1214,865,35499,21324
6x8,XDFBnB,2,63,93,489,674,598,821,18294,22198
6x8,XDFBnB,3,40,105,309,765,410,1097,11867,25842
6x8,XDFBnB,4,29,130,236,985,305,1427,8973,36287
6x8,BiXDFBnB,-1,133,141,1591,1482,1103,3072,,
6x8,BiXDFBnB,1,277,404,3174,4454,2466,3950,57707,80041
6x8,BiXDFBnB,2,68,61,844,638,562,544,18200,15539
6x8,BiXDFBnB,3,46,182,535,2050,377,1944,12182,50639
6x8,BiXDFBnB,4,35,82,399,854,288,905,9485,25885
6x8,XIDA,-1,204,164,1179,846,1308,921,37942,23870
6x8,XIDA,1,204,166,1179,841,1308,904,37942,24304
6x8,XIDA,2,102,171,604,872,638,920,19572,24370
6x8,XIDA,3,66,198,384,1003,418,1195,12677,27243
6x8,XIDA,4,50,251,299,1368,308,1628,9623,38104
6x8,BiXIDA,-1,176,136,2001,1428,1186,927,39441,27016
6x8,BiXIDA,1,353,568,4355,6484,2693,4384,62502,90941
6x8,BiXIDA,2,88,88,1041,863,605,626,19838,17178
6x8,BiXIDA,3,58,286,690,2981,408,2237,13372,55072
6x8,BiXIDA,4,46,130,512,1287,312,1061,10445,28159
7x7,XMM,-1,158,210,816,1194,1880,2862,10199,17618
7x7,XMM,1,158,211,816,1185,1880,2848,10199,17924
7x7,XMM,2,158,209,816,1199,1880,2894,10199,17629
7x7,XMM,3,158,208,816,1190,1880,2877,10199,17798
7x7,XMM,4,158,212,816,1209,1880,2896,10199,17651
7x7,XA*,-1,141,123,874,839,1585,1714,19676,21133
7x7,XA*,1,141,123,874,839,1585,1714,19676,21468
7x7,XA*,2,141,123,874,842,1585,1732,19676,21269
7x7,XA*,3,141,124,874,835,1585,1727,19676,21574
7x7,XA*,4,141,123,874,845,1585,1727,19676,21152
7x7,BiXA*,-1,140,106,1364,966,2604,1803,25996,18854
7x7,BiXA*,1,291,430,2126,2882,5128,7454,57287,82190
7x7,BiXA*,2,70,73,686,672,1351,1321,13484,12409
7x7,BiXA*,3,54,294,475,2188,866,4338,10219,46264
7x7,BiXA*,4,35,126,346,981,672,2125,6877,20308
7x7,XDFBnB,-1,1,108988,1,561599,,,,
7x7,XDFBnB,1,153,108,1056,724,1659,1222,26054,17712
7x7,XDFBnB,2,76,107,521,699,820,1220,13396,17823
7x7,XDFBnB,3,50,134,354,880,554,1609,8937,21033
7x7,XDFBnB,4,39,181,260,1151,408,2124,6716,28736
7x7,BiXDFBnB,-1,165,342,1430,1567,,,,
7x7,BiXDFBnB,1,344,537,2154,3135,5356,8525,57303,88191
7x7,BiXDFBnB,2,81,79,719,641,1401,1303,13492,11921
7x7,BiXDFBnB,3,63,314,494,2207,887,4382,10223,43147
7x7,BiXDFBnB,4,39,122,353,943,686,2021,6880,18819
7x7,XIDA,-1,173,135,1208,884,1693,1309,30447,19245
7x7,XIDA,1,173,135,1208,870,1693,1312,30447,21096
7x7,XIDA,2,86,135,602,853,834,1280,15693,20866
7x7,XIDA,3,59,172,404,1087,567,1680,10401,25037
7x7,XIDA,4,44,229,300,1448,416,2202,7870,34987
7x7,BiXIDA,-1,179,159,1648,1211,2680,2018,29324,19811
7x7,BiXIDA,1,353,599,2589,4004,5894,9499,70147,109789
7x7,BiXIDA,2,90,101,829,792,1389,1315,15135,13667
7x7,BiXIDA,3,67,392,567,2766,883,4510,11600,50941
7x7,BiXIDA,4,43,156,422,1208,684,2016,7789,22218
7x8,XMM,-1,283,434,1830,2996,6722,12058,20298,43164
7x8,XMM,1,283,416,1830,2971,6722,12081,20298,43885
7x8,XMM,2,283,436,1830,3015,6722,12355,20298,43344
7x8,XMM,3,283,422,1830,3019,6722,11944,20298,44133
7x8,XMM,4,283,429,1830,3031,6722,12105,20298,43071
7x8,XA*,-1,274,306,974,1213,13791,14314,62237,60592
7x8,XA*,1,274,290,974,1205,13791,14270,62237,61130
7x8,XA*,2,274,310,974,1229,13791,14745,62237,60022
7x8,XA*,3,274,298,974,1236,13791,14293,62237,60729
7x8,XA*,4,274,310,974,1252,13791,14278,62237,59951
7x8,BiXA*,-1,360,267,2543,1918,20400,15172,90889,70696
7x8,BiXA*,1,694,1047,4547,7047,38368,54820,178164,260570
7x8,BiXA*,2,181,166,1266,1252,10141,9886,45619,41403
7x8,BiXA*,3,123,604,874,4374,7604,34104,30528,147744
7x8,BiXA*,4,90,265,634,1986,5038,15267,22878,69443
7x8,XDFBnB,-1,1,207347,,,,,,
7x8,XDFBnB,1,291,252,1184,1005,16926,13124,75605,57268
7x8,XDFBnB,2,148,244,594,1022,8410,12023,36608,53232
7x8,XDFBnB,3,98,307,397,1173,5639,15344,25307,72720
7x8,XDFBnB,4,73,396,297,1701,4251,18970,18242,92401
7x8,BiXDFBnB,-1,370,542,,,,,,
7x8,BiXDFBnB,1,716,1184,4598,7842,38487,62420,178225,292649
7x8,BiXDFBnB,2,185,195,1281,1254,10162,9692,45627,43960
7x8,BiXDFBnB,3,127,664,885,4177,7627,34374,30530,152233
7x8,BiXDFBnB,4,90,280,641,1913,5046,14155,22882,69645
7x8,XIDA,-1,339,334,1464,1307,19465,15574,79139,60633
7x8,XIDA,1,339,298,1464,1323,19465,15818,79139,60178
7x8,XIDA,2,174,334,734,1337,9595,14601,38392,56563
7x8,XIDA,3,115,402,490,1650,6466,17702,26474,78895
7x8,XIDA,4,87,534,367,2273,4842,23301,19141,97978
7x8,BiXIDA,-1,402,360,3331,2727,23273,18424,96829,75706
7x8,BiXIDA,1,803,1428,6331,11164,46456,77581,195853,324044
7x8,BiXIDA,2,200,220,1656,1772,11534,11253,48569,46995
7x8,BiXIDA,3,137,784,1152,6124,8689,39430,32617,166198
7x8,BiXIDA,4,98,321,828,2620,5739,16939,24319,76431
8x8,XMM,-1,2584,4809,3660,6944,16490,34486,,
8x8,XMM,1,2584,4858,3660,7038,16490,35256,,
8x8,XMM,2,2584,4794,3660,6997,16490,34364,,
8x8,XMM,3,2584,4799,3660,7052,16490,34620,,
8x8,XMM,4,2584,4733,3660,6859,16490,34675,,
8x8,XA*,-1,2126,2558,4846,5979,31408,37247,,
8x8,XA*,1,2126,2566,4846,6055,31408,38342,,
8x8,XA*,2,2126,2571,4846,6006,31408,37070,,
8x8,XA*,3,2126,2557,4846,6059,31408,37097,,
8x8,XA*,4,2126,2595,4846,5872,31408,37320,,
8x8,BiXA*,-1,5083,3885,7499,6284,78346,70265,,
8x8,BiXA*,1,10564,16256,15220,24472,153393,247020,,
8x8,BiXA*,2,2697,2671,3731,4263,39311,49709,,
8x8,BiXA*,3,1877,8786,2931,14462,29504,164805,,
8x8,BiXA*,4,1361,3251,1978,7081,20191,75384,,
8x8,XDFBnB,1,2362,2030,6523,5701,47120,41277,267656,253295
8x8,XDFBnB,2,1135,1816,3329,5561,23581,40788,128162,231607
8x8,XDFBnB,3,783,2440,2188,6404,15560,48465,88460,306406
8x8,XDFBnB,4,549,3108,1610,8557,11785,64458,64134,432040
8x8,BiXDFBnB,1,10622,17906,16947,31329,153637,279018,974951,1765882
8x8,BiXDFBnB,2,2707,2449,4226,4531,39372,44114,225468,230629
8x8,BiXDFBnB,3,1879,8492,3342,16153,29533,157149,159236,790450
8x8,BiXDFBnB,4,1364,3019,2200,7083,20218,67161,110018,320586
8x8,XIDA,-1,2606,2300,8354,7712,54007,47717,293095,282024
8x8,XIDA,1,2606,2245,8354,7581,54007,47703,293095,269303
8x8,XIDA,2,1253,2159,4307,7841,27337,46614,140372,283762
8x8,XIDA,3,868,2894,2796,9090,17929,57116,96926,369533
8x8,XIDA,4,619,3472,2115,12337,13724,77836,70251,438816
8x8,BiXIDA,-1,7161,5952,10038,8794,96701,90376,428435,386801
8x8,BiXIDA,1,16723,29644,21993,43179,193566,367530,959812,1779984
8x8,BiXIDA,2,3713,3751,5000,5540,48388,56189,222222,230240
8x8,BiXIDA,3,2643,13780,3833,19805,36336,203881,157927,855188
8x8,BiXIDA,4,1821,4476,2650,9046,24855,89273,108360,293125

--- Snake Grids ---
Grid,Algorithm,Lookahead,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XMM,-1,119,353,203,633,347,1180,1119,3982
7x7,XMM,1,119,354,203,632,347,1160,1119,3897
7x7,XMM,2,119,362,203,628,347,1165,1119,4032
7x7,XMM,3,119,359,203,627,347,1168,1119,3983
7x7,XMM,4,119,357,203,642,347,1164,1119,4022
7x7,XA*,-1,112,242,180,419,225,688,928,2874
7x7,XA*,1,112,240,180,418,225,677,928,2694
7x7,XA*,2,112,247,180,414,225,680,928,2772
7x7,XA*,3,112,240,180,414,225,679,928,2749
7x7,XA*,4,112,245,180,419,225,683,928,2751
7x7,BiXA*,-1,115,266,148,442,219,730,756,2384
7x7,BiXA*,1,419,1170,322,1481,543,2683,1928,9366
7x7,BiXA*,2,71,200,78,332,112,566,396,1900
7x7,BiXA*,3,61,601,70,937,103,1758,386,5982
7x7,BiXA*,4,33,248,49,439,70,872,207,2445
7x7,XDFBnB,-1,1,1204,1,2786,1,10382,1,43995
7x7,XDFBnB,1,132,284,218,511,406,1008,1120,3033
7x7,XDFBnB,2,97,275,113,418,153,732,825,3045
7x7,XDFBnB,3,45,218,74,408,115,804,449,3117
7x7,XDFBnB,4,38,222,66,463,88,1044,387,3828
7x7,BiXDFBnB,-1,142,360,177,503,387,1089,981,3042
7x7,BiXDFBnB,1,649,1836,418,1750,1188,4267,3020,12926
7x7,BiXDFBnB,2,93,262,99,402,165,763,508,2091
7x7,BiXDFBnB,3,74,684,79,993,131,1992,556,6780
7x7,BiXDFBnB,4,37,253,58,472,81,911,276,2740
7x7,XIDA,-1,257,732,417,1160,495,1644,2015,6527
7x7,XIDA,1,257,729,417,1159,495,1674,2015,6546
7x7,XIDA,2,132,615,207,936,258,1523,1070,6076
7x7,XIDA,3,84,656,141,1084,168,1563,694,6950
7x7,XIDA,4,63,719,98,1232,132,2289,558,8697
7x7,BiXIDA,-1,289,875,361,1210,462,1688,1553,5711
7x7,BiXIDA,1,1912,5324,685,4036,1078,6357,4309,25754
7x7,BiXIDA,2,153,629,188,936,245,1396,817,4490
7x7,BiXIDA,3,124,1729,158,2648,213,4068,794,14980
7x7,BiXIDA,4,73,768,102,1244,137,2114,427,6573
7x8,XMM,-1,167,607,615,2233,878,3360,2625,11065
7x8,XMM,1,167,604,615,2224,878,3585,2625,10603
7x8,XMM,2,167,610,615,2153,878,3324,2625,10435
7x8,XMM,3,167,597,615,2217,878,3381,2625,10654
7x8,XMM,4,167,611,615,2197,878,3325,2625,10627
7x8,XA*,-1,171,489,401,1314,579,2053,2210,7705
7x8,XA*,1,171,485,401,1312,579,2196,2210,7404
7x8,XA*,2,171,488,401,1278,579,2023,2210,7243
7x8,XA*,3,171,477,401,1319,579,2047,2210,7430
7x8,XA*,4,171,483,401,1310,579,2016,2210,7402
7x8,BiXA*,-1,198,532,490,1624,580,2031,1810,6379
7x8,BiXA*,1,713,2050,1594,7612,1192,7127,5059,28692
7x8,BiXA*,2,93,378,247,1194,302,1544,922,4838
7x8,BiXA*,3,113,1083,274,4296,263,4530,942,15711
7x8,BiXA*,4,45,482,120,1558,156,2094,492,6794
7x8,XDFBnB,-1,1,2390,1,16344,1,43879,1,147217
7x8,XDFBnB,1,260,676,558,1688,1193,3499,2744,8787
7x8,XDFBnB,2,116,506,267,1319,475,2463,1316,7406
7x8,XDFBnB,3,118,560,177,1411,299,2611,897,8315
7x8,XDFBnB,4,89,609,138,1533,233,2977,692,9051
7x8,BiXDFBnB,-1,664,1178,648,2009,917,3101,2505,9217
7x8,BiXDFBnB,1,1906,4427,3356,11974,2442,12564,7990,41280
7x8,BiXDFBnB,2,385,783,329,1402,466,2190,1183,5910
7x8,BiXDFBnB,3,333,1644,349,4838,397,6178,1340,18225
7x8,BiXDFBnB,4,300,873,229,1829,248,2886,629,7898
7x8,XIDA,-1,497,1613,1435,5214,1553,6076,5201,18926
7x8,XIDA,1,497,1621,1435,5241,1553,6074,5201,19029
7x8,XIDA,2,239,1286,721,4395,758,5292,2551,15691
7x8,XIDA,3,207,1397,481,4904,497,5931,1735,18633
7x8,XIDA,4,117,1316,350,5617,371,7367,1322,21165
7x8,BiXIDA,-1,559,1880,1496,5674,1481,6116,4199,17201
7x8,BiXIDA,1,1567,7334,4749,28192,2952,21143,11260,77562
7x8,BiXIDA,2,275,1383,768,4278,758,4656,2126,12804
7x8,BiXIDA,3,799,5505,836,15606,620,13448,1990,40529
7x8,BiXIDA,4,120,1504,370,5488,409,6903,1140,19287
7x9,XMM,-1,366,1400,681,2620,2243,9952,2220,10165
7x9,XMM,1,366,1402,681,2678,2243,10058,2220,10027
7x9,XMM,2,366,1404,681,2666,2243,9877,2220,10190
7x9,XMM,3,366,1385,681,2668,2243,9959,2220,10015
7x9,XMM,4,366,1409,681,2600,2243,9909,2220,10115
7x9,XA*,-1,266,847,615,2080,1512,6139,1497,6195
7x9,XA*,1,266,855,615,2100,1512,6172,1497,6116
7x9,XA*,2,266,850,615,2113,1512,6019,1497,6340
7x9,XA*,3,266,842,615,2124,1512,6166,1497,6116
7x9,XA*,4,266,850,615,2060,1512,6136,1497,6203
7x9,BiXA*,-1,386,1245,747,2024,2211,8420,2121,8548
7x9,BiXA*,1,671,3853,3039,10476,4306,28754,3990,29641
7x9,BiXA*,2,214,1007,428,1458,1182,6599,1112,6764
7x9,BiXA*,3,175,2750,338,3924,1012,19067,952,19979
7x9,BiXA*,4,105,1181,197,1834,590,9323,582,9153
7x9,XDFBnB,-1,1,9966,1,24257,1,197948,1,484470
7x9,XDFBnB,1,452,1218,1137,3122,1828,6998,2526,10050
7x9,XDFBnB,2,214,926,1140,3228,979,6436,1556,9787
7x9,XDFBnB,3,152,1057,467,2380,664,7147,754,8285
7x9,XDFBnB,4,115,1143,324,2440,574,10122,531,9735
7x9,BiXDFBnB,-1,484,1541,1147,3193,2777,11159,4112,16739
7x9,BiXDFBnB,1,1176,5641,6372,19646,5666,36892,8164,54197
7x9,BiXDFBnB,2,293,1145,850,2394,1960,8441,2044,10002
7x9,BiXDFBnB,3,221,3022,537,5032,1389,22255,1716,29219
7x9,BiXDFBnB,4,139,1283,333,2132,948,10986,1045,12564
7x9,XIDA,-1,723,2648,2151,8190,3402,14700,3565,15521
7x9,XIDA,1,723,2685,2151,8067,3402,14991,3565,15968
7x9,XIDA,2,348,2186,1066,6622,1693,13182,1654,13389
7x9,XIDA,3,247,2570,755,7033,1205,15978,1102,15361
7x9,XIDA,4,176,2792,561,7949,906,20555,839,19617
7x9,BiXIDA,-1,846,3149,1908,6930,4986,21060,4518,19986
7x9,BiXIDA,1,1529,10670,7607,39647,8888,71685,8991,79651
7x9,BiXIDA,2,460,2390,1006,4880,2733,16512,2278,15095
7x9,BiXIDA,3,388,7089,852,14039,2159,47747,2030,48994
7x9,BiXIDA,4,230,2848,469,5824,1375,24830,1199,22849
8x8,XMM,-1,304,1220,755,3099,2479,10738,4726,21810
8x8,XMM,1,304,1284,755,3076,2479,10693,4726,22593
8x8,XMM,2,304,1289,755,3036,2479,10698,4726,21939
8x8,XMM,3,304,1260,755,3090,2479,10737,4726,22408
8x8,XMM,4,304,1291,755,3091,2479,10596,4726,22034
8x8,XA*,-1,325,1033,596,2000,2192,7755,3073,12938
8x8,XA*,1,325,1059,596,1974,2192,7795,3073,13050
8x8,XA*,2,325,1072,596,1956,2192,7795,3073,12793
8x8,XA*,3,325,1067,596,1994,2192,7735,3073,13123
8x8,XA*,4,325,1095,596,2012,2192,7632,3073,12991
8x8,BiXA*,-1,307,1112,594,2127,1797,7484,3105,13622
8x8,BiXA*,1,787,4455,1275,7428,4686,29885,7046,51522
8x8,BiXA*,2,175,822,310,1670,937,5701,1602,10994
8x8,BiXA*,3,159,2514,289,4725,834,16965,1466,34981
8x8,BiXA*,4,93,1110,154,2121,534,8627,847,16054
8x8,XDFBnB,-1,1,9426,1,22243,1,201842,1,701923
8x8,XDFBnB,1,483,1281,673,2305,3031,9904,4878,17370
8x8,XDFBnB,2,399,1127,363,1866,1667,8658,2667,16459
8x8,XDFBnB,3,112,885,252,2008,1086,8723,2327,20165
8x8,XDFBnB,4,192,1086,197,2435,848,9753,1592,24251
8x8,BiXDFBnB,-1,361,1303,941,3091,2146,9197,6149,26451
8x8,BiXDFBnB,1,1097,5650,2119,10821,6766,39257,22831,110935
8x8,BiXDFBnB,2,199,883,498,2070,1131,6550,3340,16415
8x8,BiXDFBnB,3,203,2682,352,5324,974,18215,2826,48367
8x8,BiXDFBnB,4,106,1104,197,2314,686,9435,1696,21500
8x8,XIDA,-1,939,3407,1632,6470,5264,20652,7364,32914
8x8,XIDA,1,939,3419,1632,6491,5264,20625,7364,33684
8x8,XIDA,2,504,2768,854,5518,2597,17257,3559,28319
8x8,XIDA,3,286,2750,594,6365,1735,18860,2550,36660
8x8,XIDA,4,239,3202,460,7279,1340,22810,1878,46156
8x8,BiXIDA,-1,856,3511,2006,8402,4235,19530,7902,37792
8x8,BiXIDA,1,1833,12600,3826,28932,10406,78936,15886,141318
8x8,BiXIDA,2,434,2417,1053,6386,2160,15444,4052,28469
8x8,BiXIDA,3,383,7293,905,17901,1818,45310,3557,95032
8x8,BiXIDA,4,221,3120,516,8135,1174,23451,2104,45539
8x9,XMM,-1,627,2822,1917,9302,5799,30048,21219,118827
8x9,XMM,1,627,2871,1917,9237,5799,29911,21219,118054
8x9,XMM,2,627,2730,1917,9331,5799,29303,21219,118538
8x9,XMM,3,627,2827,1917,9230,5799,28612,21219,115514
8x9,XMM,4,627,2867,1917,9474,5799,28953,21219,117609
8x9,XA*,-1,457,1739,1641,6642,4566,20020,15001,71006
8x9,XA*,1,457,1750,1641,6611,4566,19967,15001,70616
8x9,XA*,2,457,1666,1641,6634,4566,19408,15001,71026
8x9,XA*,3,457,1730,1641,6572,4566,19082,15001,68906
8x9,XA*,4,457,1762,1641,6764,4566,19076,15001,70268
8x9,BiXA*,-1,814,2900,1819,8758,4857,19652,13267,66036
8x9,BiXA*,1,2660,12292,6317,39628,14684,97626,32974,278974
8x9,BiXA*,2,403,2107,931,6471,2517,14482,6753,53032
8x9,BiXA*,3,382,6402,995,19973,2321,46368,6048,174848
8x9,BiXA*,4,224,2534,522,9798,1393,19207,3455,79984
8x9,XDFBnB,-1,1,19843,1,170163,1,860089,,
8x9,XDFBnB,1,777,2622,1993,7942,7143,28529,20091,85786
8x9,XDFBnB,2,343,1989,1113,7139,3422,21805,9804,71144
8x9,XDFBnB,3,349,2293,946,8108,2579,26282,6846,82021
8x9,XDFBnB,4,187,2526,669,9019,1663,25625,5083,101116
8x9,BiXDFBnB,-1,1062,3908,2595,11435,6082,26720,,
8x9,BiXDFBnB,1,3292,15543,9587,54424,21801,153746,49789,386863
8x9,BiXDFBnB,2,521,2499,1305,7989,3079,17900,10936,70454
8x9,BiXDFBnB,3,449,6672,1329,23724,2721,54340,9427,202951
8x9,BiXDFBnB,4,274,2821,707,10860,1548,21821,5144,92897
8x9,XIDA,-1,1635,7204,4879,22524,14922,68706,35116,165959
8x9,XIDA,1,1635,7186,4879,22363,14922,69407,35116,169019
8x9,XIDA,2,806,6330,2525,20159,7251,58770,17370,147163
8x9,XIDA,3,558,6745,1717,22841,4862,68101,11654,167698
8x9,XIDA,4,392,8977,1336,26609,3371,82088,8558,210121
8x9,BiXIDA,-1,2552,11213,5977,30568,11578,55574,31771,168412
8x9,BiXIDA,1,7536,49681,16526,131465,41278,340135,71317,686333
8x9,BiXIDA,2,1292,8314,3115,24945,6030,42188,16965,139177
8x9,BiXIDA,3,1168,26175,2831,75459,5609,139563,14311,429902
8x9,BiXIDA,4,686,10649,1729,37051,3010,58766,8842,211506
9x9,XMM,-1,1833,9404,5265,26965,11898,69525,42514,246050
9x9,XMM,1,1833,9400,5265,26779,11898,66819,42514,246803
9x9,XMM,2,1833,9424,5265,26685,11898,67842,42514,246904
9x9,XMM,3,1833,9471,5265,27053,11898,67086,42514,267054
9x9,XMM,4,1833,9396,5265,27312,11898,67491,42514,252555
9x9,XA*,-1,1537,6409,4647,20528,6647,35468,23043,118436
9x9,XA*,1,1537,6487,4647,20413,6647,33846,23043,119162
9x9,XA*,2,1537,6447,4647,20262,6647,34324,23043,119327
9x9,XA*,3,1537,6486,4647,20476,6647,33997,23043,127250
9x9,XA*,4,1537,6429,4647,20760,6647,34106,23043,121736
9x9,BiXA*,-1,1707,7105,4504,20062,8359,39508,26568,149473
9x9,BiXA*,1,6214,36570,12413,94043,18211,154891,56445,581208
9x9,BiXA*,2,940,5723,2314,15534,4250,31834,13794,110545
9x9,BiXA*,3,748,16095,2007,46903,3702,95466,11716,354390
9x9,BiXA*,4,577,7169,1244,21102,2127,42004,7385,162259
9x9,XDFBnB,-1,1,76113,1,934750,,,,
9x9,XDFBnB,1,1753,7066,8206,31782,10838,55853,38716,189413
9x9,XDFBnB,2,977,6250,3859,24568,5055,42979,22354,156954
9x9,XDFBnB,3,690,6665,2445,25839,3678,49508,12184,168924
9x9,XDFBnB,4,1040,9401,1875,29285,2624,60615,8518,195574
9x9,BiXDFBnB,-1,1986,8600,8307,36753,,,,
9x9,BiXDFBnB,1,15070,64280,23415,160769,26668,249310,102859,968124
9x9,BiXDFBnB,2,1113,6105,4169,22204,7712,48018,20410,144374
9x9,BiXDFBnB,3,1821,19378,3472,62671,7422,150733,16449,418615
9x9,BiXDFBnB,4,748,7320,2127,26344,4578,62663,10039,190015
9x9,XIDA,-1,4902,23554,12902,62277,16436,91340,52814,304152
9x9,XIDA,1,4902,23115,12902,61132,16436,95322,52814,301724
9x9,XIDA,2,2537,19727,6640,53102,8259,79157,26532,269516
9x9,XIDA,3,1752,21492,4459,56619,5688,95004,17656,295884
9x9,XIDA,4,1366,25974,3272,69142,4221,118750,13239,391905
9x9,BiXIDA,-1,4701,24110,10808,57823,20443,110987,55717,332733
9x9,BiXIDA,1,14700,121189,30827,287155,38357,428793,120387,1366672
9x9,BiXIDA,2,2380,17827,5640,42816,9098,72656,28877,250017
9x9,BiXIDA,3,2068,56256,5013,131669,8088,228683,24754,747139
9x9,BiXIDA,4,2166,27375,2986,60144,4485,100558,15518,369288

--- LSP Mazes ---
