Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,97,50,174,93,194,118,1168,649,-,-
6x6,BiX-DFBnB,1246,263,2059,400,4752,907,1366,266,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,84,63,162,106,340,246,7532,4720,-,-
6x7,BiX-DFBnB,5919,1260,42478,8877,64446,15022,8856,1795,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,129,108,978,683,1216,832,35500,23086,-,-
6x8,BiX-DFBnB,18485,4529,64122,15447,541383,135188,392079,88235,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,154,148,1058,784,1661,1389,26056,18029,-,-
7x7,BiX-DFBnB,51821,12244,465826,117434,236970,53697,28272,6427,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,292,260,1185,973,16928,12902,-,-,-,-
7x8,BiX-DFBnB,95511,25789,2458161,673736,6218162,1678536,-,-,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,2364,2038,6525,7322,-,-,-,-,-,-
8x8,BiX-DFBnB,1405389,437171,1758187,555798,-,-,-,-,-,-
