Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,XIDA,41,80,70,156,68,179,441,939,,
6x6,BiXIDA,158,327,252,593,390,1033,3036,7741,,
6x7,XIDA,38,113,64,167,139,368,2610,6114,,
6x7,BiXIDA,151,523,318,978,742,2607,15672,46352,,
6x8,XIDA,66,194,384,1003,418,1186,12677,28764,,
6x8,BiXIDA,172,584,2255,6511,3140,10685,75312,216571,,
7x7,XIDA,59,171,404,1026,567,1722,10401,22924,,
7x7,BiXIDA,433,1482,2320,7384,5440,19131,71562,212543,,
7x8,XIDA,115,365,490,1666,6466,17914,26474,75548,,
7x8,BiXIDA,595,2071,4003,16253,39148,134324,221400,754455,,
8x8,XIDA,868,2825,2796,9066,17929,57378,,,,
8x8,BiXIDA,8143,32077,15295,62959,163061,683479,,,,
