Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XDFBnB,96,53,172,92,193,126,1167,649
6x6,BiXDFBnB,163,179,240,290,407,526,2659,3319
6x7,XDFBnB,81,54,161,105,339,227,7531,4442
6x7,BiXDFBnB,213,305,425,552,1050,1524,12644,16597
6x8,XDFBnB,126,95,976,670,1214,865,35499,21324
6x8,BiXDFBnB,277,404,3174,4454,2466,3950,57707,80041
7x7,XDFBnB,153,108,1056,724,1659,1222,26054,17712
7x7,BiXDFBnB,344,537,2154,3135,5356,8525,57303,88191
7x8,XDFBnB,291,252,1184,1005,16926,13124,75605,57268
7x8,BiXDFBnB,716,1184,4598,7842,38487,62420,178225,292649
8x8,XDFBnB,2362,2030,6523,5701,47120,41277,267656,253295
8x8,BiXDFBnB,10622,17906,16947,31329,153637,279018,974951,1765882
