Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,XDFBnB,50,64,90,98,98,130,603,659,-,-
6x6,BiXDFBnB,52,40,91,56,132,99,1007,662,-,-
6x6,XIDA,-,-,-,-,-,-,-,-,-,-
6x6,BiXIDA,-,-,-,-,-,-,-,-,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,XDFBnB,39,57,79,107,162,217,3789,4432,-,-
6x7,BiXDFBnB,62,53,95,80,220,208,4049,3251,-,-
6x7,XIDA,-,-,-,-,-,-,-,-,-,-
6x7,BiXIDA,-,-,-,-,-,-,-,-,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,XDFBnB,63,93,489,744,598,827,18294,22369,-,-
6x8,BiXDFBnB,68,61,844,701,562,547,18200,15594,-,-
6x8,XIDA,-,-,-,-,-,-,-,-,-,-
6x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,76,108,521,703,820,1247,13396,17836,-,-
7x7,BiXDFBnB,81,81,719,639,1401,1314,13492,11906,-,-
7x7,XIDA,-,-,-,-,-,-,-,-,-,-
7x7,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,148,256,594,1030,8410,12017,36608,53819,-,-
7x8,BiXDFBnB,185,197,1281,1270,10162,9600,45627,44203,-,-
7x8,XIDA,-,-,-,-,-,-,-,-,-,-
7x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,1135,1825,3329,5772,23581,40638,128162,249194,-,-
8x8,BiXDFBnB,2707,2464,4226,4708,39372,44387,225468,237811,-,-
8x8,XIDA,-,-,-,-,-,-,-,-,-,-
8x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
