Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XIDA,257,733,417,1211,495,1685,2015,6457
7x7,BiXIDA,1904,5422,680,4043,1067,6255,4305,24835
7x8,XIDA,497,1633,1435,5263,1553,5781,5201,19109
7x8,BiXIDA,1561,7291,4745,28233,2948,19640,11256,77486
7x9,XIDA,723,2754,2151,7990,3402,14723,3565,15713
7x9,BiXIDA,1522,10816,7600,39654,8880,70017,8984,77192
8x8,XIDA,939,3462,1632,6392,5264,20743,7364,33749
8x8,BiXIDA,1824,12766,3820,28486,10402,78951,15878,140063
8x9,XIDA,1635,7137,4879,22349,14922,66029,35116,171958
8x9,BiXIDA,7529,49021,16515,131634,41272,316406,71312,696238
9x9,XIDA,4902,24378,12902,61234,16436,87733,52814,291388
9x9,BiXIDA,14693,130394,30818,286401,38341,402566,120384,1355091
