Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,,,,,,,,,,
6x6,XMM,,,,,,,,,,
6x6,XDFBnB,,,,,,,,,,
6x6,BiXDFBnB,,,,,,,,,,
6x6,XIDA,59,75,114,131,104,137,676,789,,
6x6,BiXIDA,209,107,373,208,540,303,4517,2550,,
6x7,A*,,,,,,,,,,
6x7,XMM,,,,,,,,,,
6x7,XDFBnB,,,,,,,,,,
6x7,BiXDFBnB,,,,,,,,,,
6x7,XIDA,60,99,96,134,202,265,3974,4716,,
6x7,BiXIDA,225,154,442,292,1037,736,24067,13632,,
6x8,A*,,,,,,,,,,
6x8,XMM,,,,,,,,,,
6x8,XDFBnB,,,,,,,,,,
6x8,BiXDFBnB,,,,,,,,,,
6x8,XIDA,102,171,604,849,638,857,19572,23660,,
6x8,BiXIDA,218,179,3185,1980,4435,3111,98465,64330,,
7x7,A*,,,,,,,,,,
7x7,XMM,,,,,,,,,,
7x7,XDFBnB,,,,,,,,,,
7x7,BiXDFBnB,,,,,,,,,,
7x7,XIDA,86,125,602,865,834,1280,15693,21447,,
7x7,BiXIDA,572,400,3223,2403,7597,5788,100839,70751,,
7x8,A*,,,,,,,,,,
7x8,XMM,,,,,,,,,,
7x8,XDFBnB,,,,,,,,,,
7x8,BiXDFBnB,,,,,,,,,,
7x8,XIDA,174,323,734,1272,9595,14599,38392,58864,,
7x8,BiXIDA,872,685,5518,4483,56721,42072,328142,239091,,
8x8,A*,,,,,,,,,,
8x8,XMM,,,,,,,,,,
8x8,XDFBnB,,,,,,,,,,
8x8,BiXDFBnB,,,,,,,,,,
8x8,XIDA,1253,2105,4307,7804,27337,46840,140372,264544,,
8x8,BiXIDA,11844,9753,20462,18216,219751,200517,1964071,1493209,,
