Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,XDFBnB,96,51,172,108,193,134,1167,646,-,-
6x6,BiXDFBnB,163,175,240,296,407,554,2659,3307,-,-
6x6,XIDA,-,-,-,-,-,-,-,-,-,-
6x6,BiXIDA,-,-,-,-,-,-,-,-,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,XDFBnB,81,55,161,111,339,238,7531,4389,-,-
6x7,BiXDFBnB,213,311,425,576,1050,1547,12644,16696,-,-
6x7,XIDA,-,-,-,-,-,-,-,-,-,-
6x7,BiXIDA,-,-,-,-,-,-,-,-,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,XDFBnB,126,96,976,661,1214,858,35499,21618,-,-
6x8,BiXDFBnB,277,408,3174,4450,2466,3917,57707,81173,-,-
6x8,XIDA,-,-,-,-,-,-,-,-,-,-
6x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,153,112,1056,742,1659,1221,26054,17314,-,-
7x7,BiXDFBnB,344,548,2154,3235,5356,8406,57303,86987,-,-
7x7,XIDA,-,-,-,-,-,-,-,-,-,-
7x7,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,291,257,1184,1006,16926,12787,75605,57282,-,-
7x8,BiXDFBnB,716,1194,4598,7730,38487,60942,178225,289059,-,-
7x8,XIDA,-,-,-,-,-,-,-,-,-,-
7x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,2362,1990,6523,6791,47120,40702,267656,260394,-,-
8x8,BiXDFBnB,10622,17945,16947,36461,153637,278194,974951,1884064,-,-
8x8,XIDA,-,-,-,-,-,-,-,-,-,-
8x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
