Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XA*,96,68,170,127,171,148,1071,809
6x6,BiXA*,39,107,50,203,80,336,638,2243
6x7,XA*,82,74,152,137,312,292,6056,5199
6x7,BiXA*,45,182,63,255,160,733,2971,12297
6x8,XA*,114,120,846,827,1108,1080,24910,21746
6x8,BiXA*,37,156,520,2057,374,1991,11840,52937
7x7,XA*,141,124,874,808,1585,1677,19676,20176
7x7,BiXA*,54,294,475,2188,866,4338,10219,46264
7x8,XA*,274,259,974,1181,13791,14173,62237,58960
7x8,BiXA*,123,604,874,4374,7604,34104,30528,147744
8x8,XA*,2126,2649,4846,5571,31408,34552,,
8x8,BiXA*,1877,8786,2931,14462,29504,164805,,
