Grid,Algorithm,0 blocks Expansions,0 blocks Time [ms],1 block Expansions,1 block Time [ms],2 blocks Expansions,2 blocks Time [ms]
13x13,XDFBnB,885,1483,41201,86882,,
13x13,BiXDFBnB,2141,9404,110666,502797,,
