Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,132,315,218,518,406,1010,1120,3090,-,-
7x7,BiXDFBnB,303,1193,254,1163,846,2958,1635,7905,-,-
7x7,XIDA,-,-,-,-,-,-,-,-,-,-
7x7,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,260,676,558,1683,1193,3635,2744,8892,-,-
7x8,BiXDFBnB,751,2280,2663,9482,1555,8484,4427,25837,-,-
7x8,XIDA,-,-,-,-,-,-,-,-,-,-
7x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,XDFBnB,452,1252,1137,3369,1828,7026,2526,9897,-,-
7x9,BiXDFBnB,750,3898,3846,14198,3606,23831,4518,31826,-,-
7x9,XIDA,-,-,-,-,-,-,-,-,-,-
7x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,483,1304,673,2319,3031,9833,4878,17565,-,-
8x8,BiXDFBnB,693,3734,1175,7316,4218,26330,11657,63829,-,-
8x8,XIDA,-,-,-,-,-,-,-,-,-,-
8x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,XDFBnB,777,2599,1993,7758,7143,27180,20091,86454,-,-
8x9,BiXDFBnB,2348,11646,6592,38909,13118,94508,28318,230062,-,-
8x9,XIDA,-,-,-,-,-,-,-,-,-,-
8x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,XDFBnB,1753,7208,8206,31907,10838,52248,38716,191618,-,-
9x9,BiXDFBnB,7070,38151,14446,106563,15222,136667,59008,577546,-,-
9x9,XIDA,-,-,-,-,-,-,-,-,-,-
9x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
