Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XA*,112,274,180,436,225,704,928,2700
7x7,BiXA*,71,218,78,331,112,564,396,1812
7x8,XA*,171,546,401,1364,579,2021,2210,7264
7x8,BiXA*,93,426,247,1214,302,1635,922,4724
7x9,XA*,266,828,615,2123,1512,6628,1497,6395
7x9,BiXA*,214,939,428,1570,1182,6952,1112,7268
8x8,XA*,325,1046,596,2182,2192,13375,3073,12743
8x8,BiXA*,175,803,310,1880,937,9443,1602,10934
8x9,XA*,457,1797,1641,8201,4566,20874,15001,65317
8x9,BiXA*,403,2115,931,7141,2517,16062,6753,51344
9x9,XA*,1537,8870,4647,20081,6647,32778,23043,136485
9x9,BiXA*,940,8111,2314,15886,4250,31621,13794,113250
