Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,45,215,74,399,115,804,449,3083,-,-
7x7,BiXDFBnB,56,529,46,682,72,1218,325,4304,-,-
7x7,XIDA,-,-,-,-,-,-,-,-,-,-
7x7,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,118,562,177,1428,299,2622,897,8516,-,-
7x8,BiXDFBnB,268,1275,233,3830,231,4352,687,12570,-,-
7x8,XIDA,-,-,-,-,-,-,-,-,-,-
7x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,XDFBnB,152,1057,467,2398,664,7164,754,8288,-,-
7x9,BiXDFBnB,138,2164,297,3680,752,14644,956,18539,-,-
7x9,XIDA,-,-,-,-,-,-,-,-,-,-
7x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,112,915,252,2057,1086,8882,2327,21039,-,-
8x8,BiXDFBnB,106,1856,221,4279,549,12808,1533,33684,-,-
8x8,XIDA,-,-,-,-,-,-,-,-,-,-
8x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,XDFBnB,349,2445,946,8190,2579,25450,6846,79929,-,-
8x9,BiXDFBnB,277,5426,775,17557,1567,35270,5793,127687,-,-
8x9,XIDA,-,-,-,-,-,-,-,-,-,-
8x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,XDFBnB,690,6708,2445,25283,3678,49426,12184,166978,-,-
9x9,BiXDFBnB,1440,15570,1953,40972,3984,93339,8999,248772,-,-
9x9,XIDA,-,-,-,-,-,-,-,-,-,-
9x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
