Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,97,53,174,88,194,115,1168,590,-,-
6x6,BiX-DFBnB,16,82,25,145,46,256,570,1706,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,84,54,162,100,340,312,7532,4565,-,-
6x7,BiX-DFBnB,21,148,32,184,73,713,1348,9581,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,129,96,978,658,1216,839,35500,20306,-,-
6x8,BiX-DFBnB,23,128,244,1250,191,1851,6934,39737,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,154,110,1058,728,1661,1222,26056,17096,-,-
7x7,BiX-DFBnB,27,218,243,1723,451,3772,5656,32415,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,292,248,1185,1021,16928,13672,75606,58252,-,-
7x8,BiX-DFBnB,60,525,416,3395,3421,25197,15166,127075,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,2364,1921,6525,5426,47121,42513,-,-,-,-
8x8,BiX-DFBnB,845,5159,1403,10765,13068,122332,-,-,-,-
